llm	prompt_technique	test_id	weighted_score	response_time_ms	run_id	timestamp	difficulty	question	llm_call_success	strict_valid	strict_accuracy	format_valid	cube_correct	aggregate_correct	measure_correct	gamma_correct	sigma_correct	unknown_fields_count	missing_gamma_count	extra_gamma_count	missing_sigma_count	extra_sigma_count	wrong_sigma_value_count	prompt_chars	prompt_utf8_bytes	prompt_estimated_tokens	prompt_eval_count	eval_count	total_duration_ms	prompt_eval_duration_ms	eval_duration_ms	error_type	error_message
gpt-oss:20b	step_by_step_methodology	test2	25.00	9309	run_0102	2026-05-10 23:36:09	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	true	false	0.00	false	true	true	false	false	false	0	2	0	2	0	0	7262	7262	1816	1628	96	9301	490	8630		
gpt-oss:20b	step_by_step_methodology	test3	0.00	9392	run_0103	2026-05-10 23:36:18	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	false	0.00	false	false	false	false	false	false	0	1	0	2	0	0	7292	7292	1823	1634	96	9385	585	8609		
gpt-oss:20b	step_by_step_methodology	test4	70.00	9273	run_0104	2026-05-10 23:36:27	medium	What is the total store cost by product family and store city for stores in the USA?	true	false	0.00	true	true	true	true	true	false	1	0	0	1	1	0	7256	7256	1814	1625	96	9265	453	8630		
gpt-oss:20b	step_by_step_methodology	test5	0.00	9262	run_0105	2026-05-10 23:36:37	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	false	false	false	false	false	false	0	1	0	2	0	0	7240	7240	1810	1624	96	9254	429	8645		
gpt-oss:20b	step_by_step_methodology	test6	55.00	9302	run_0106	2026-05-10 23:36:46	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	false	0.00	false	true	true	true	false	false	0	1	0	2	0	0	7282	7282	1821	1627	96	9291	478	8606		
gpt-oss:20b	step_by_step_methodology	test7	0.00	9455	run_0107	2026-05-10 23:36:55	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	false	false	false	false	false	false	0	1	0	3	0	0	7288	7288	1822	1634	96	9431	585	8647		
gpt-oss:20b	step_by_step_methodology	test8	0.00	9319	run_0108	2026-05-10 23:37:05	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	false	false	false	false	false	false	0	2	0	3	0	0	7310	7310	1828	1636	96	9309	574	8553		
gpt-oss:20b	step_by_step_methodology	test9	0.00	9230	run_0109	2026-05-10 23:37:14	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	7247	7247	1812	1624	96	9221	437	8610		
gpt-oss:20b	step_by_step_methodology	test10	100.00	6888	run_0110	2026-05-10 23:37:23	simple	What are the total store sales across the entire sales cube?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7232	7232	1808	1619	71	6877	365	6343		
gpt-oss:20b	hybrid_self_check	test1	100.00	32360	run_0111	2026-05-10 23:37:30	simple	What are the total store sales by product category for the year 1997?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	8412	8412	2103	1852	84	32351	24521	7653		
gpt-oss:20b	hybrid_self_check	test2	0.00	9813	run_0112	2026-05-10 23:38:02	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	8433	8433	2109	1857	96	9806	841	8783		
gpt-oss:20b	hybrid_self_check	test3	10.00	9835	run_0113	2026-05-10 23:38:12	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	false	0.00	false	true	false	false	false	false	0	1	0	2	0	0	8463	8463	2116	1863	96	9827	944	8694		
gpt-oss:20b	hybrid_self_check	test4	55.00	9802	run_0114	2026-05-10 23:38:22	medium	What is the total store cost by product family and store city for stores in the USA?	true	false	0.00	false	true	true	true	false	false	1	1	1	1	0	0	8427	8427	2107	1854	96	9794	812	8771		
gpt-oss:20b	hybrid_self_check	test5	0.00	9649	run_0115	2026-05-10 23:38:32	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	false	false	false	false	false	false	0	1	0	2	0	0	8411	8411	2103	1853	96	9639	786	8687		
gpt-oss:20b	hybrid_self_check	test6	0.00	9707	run_0116	2026-05-10 23:38:42	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	8453	8453	2114	1856	96	9700	836	8692		
gpt-oss:20b	hybrid_self_check	test7	0.00	9892	run_0117	2026-05-10 23:38:51	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	false	false	false	false	false	false	0	1	0	3	0	0	8459	8459	2115	1863	96	9884	951	8745		
gpt-oss:20b	hybrid_self_check	test8	0.00	9892	run_0118	2026-05-10 23:39:01	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	false	false	false	false	false	false	0	2	0	3	0	0	8481	8481	2121	1865	96	9884	949	8745		
gpt-oss:20b	hybrid_self_check	test9	0.00	9710	run_0119	2026-05-10 23:39:11	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	8418	8418	2105	1853	96	9696	806	8701		
gpt-oss:20b	hybrid_self_check	test10	100.00	7127	run_0120	2026-05-10 23:39:21	simple	What are the total store sales across the entire sales cube?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	8403	8403	2101	1848	69	7109	715	6216		
mistral-small3.1:24b	rules_template	test1	0.00	60020	run_0121	2026-05-10 23:39:28	simple	What are the total store sales by product category for the year 1997?	false	false	0.00	false	false	false	false	false	false	0	1	0	1	0	0	7231	7231	1808	-1	-1	-1	-1	-1	HTTP_ERROR_504	LLM request failed with HTTP status: 504
mistral-small3.1:24b	rules_template	test2	0.00	60026	run_0122	2026-05-10 23:40:28	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	false	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	7252	7252	1813	-1	-1	-1	-1	-1	HTTP_ERROR_504	LLM request failed with HTTP status: 504
mistral-small3.1:24b	rules_template	test3	100.00	42849	run_0123	2026-05-10 23:41:28	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7282	7282	1821	1996	69	42842	2834	22501		
mistral-small3.1:24b	rules_template	test4	100.00	21038	run_0124	2026-05-10 23:42:11	medium	What is the total store cost by product family and store city for stores in the USA?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7246	7246	1812	1985	58	21031	1974	18953		
mistral-small3.1:24b	rules_template	test5	70.00	26627	run_0125	2026-05-10 23:42:32	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	true	true	true	true	false	false	0	0	1	0	0	1	7230	7230	1808	1986	75	26620	1948	24558		
mistral-small3.1:24b	rules_template	test6	100.00	23326	run_0126	2026-05-10 23:42:58	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7272	7272	1818	1987	65	23314	2062	21150		
mistral-small3.1:24b	rules_template	test7	80.00	30496	run_0127	2026-05-10 23:43:22	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	true	true	true	true	true	false	0	0	0	0	0	2	7278	7278	1820	1996	85	30487	2850	27522		
mistral-small3.1:24b	rules_template	test8	90.00	33848	run_0128	2026-05-10 23:43:52	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	true	true	true	true	true	false	0	0	0	0	0	1	7300	7300	1825	1998	95	33841	2782	30919		
mistral-small3.1:24b	rules_template	test9	85.00	23996	run_0129	2026-05-10 23:44:26	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	true	true	true	true	true	false	0	0	0	1	0	0	7237	7237	1810	1986	68	23987	1952	21931		
mistral-small3.1:24b	rules_template	test10	100.00	11396	run_0130	2026-05-10 23:44:50	simple	What are the total store sales across the entire sales cube?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7222	7222	1806	1979	31	11388	1441	9842		
mistral-small3.1:24b	rules_generic_examples	test1	0.00	60063	run_0131	2026-05-10 23:45:02	simple	What are the total store sales by product category for the year 1997?	false	false	0.00	false	false	false	false	false	false	0	1	0	1	0	0	7049	7049	1763	-1	-1	-1	-1	-1	HTTP_ERROR_504	LLM request failed with HTTP status: 504
mistral-small3.1:24b	rules_generic_examples	test2	100.00	81355	run_0132	2026-05-10 23:46:02	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7070	7070	1768	1997	72	81348	4719	23410		
mistral-small3.1:24b	rules_generic_examples	test3	100.00	28711	run_0133	2026-05-10 23:47:23	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7100	7100	1775	2003	73	28703	5068	23518		
mistral-small3.1:24b	rules_generic_examples	test4	100.00	22383	run_0134	2026-05-10 23:47:52	medium	What is the total store cost by product family and store city for stores in the USA?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7064	7064	1766	1992	55	22376	4317	17926		
mistral-small3.1:24b	rules_generic_examples	test5	85.00	26118	run_0135	2026-05-10 23:48:14	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	true	true	true	true	true	false	0	0	0	0	0	1	7048	7048	1762	1993	67	26111	4275	21731		
mistral-small3.1:24b	rules_generic_examples	test6	100.00	27201	run_0136	2026-05-10 23:48:40	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7090	7090	1773	1994	70	27194	4378	22700		
mistral-small3.1:24b	rules_generic_examples	test7	80.00	30832	run_0137	2026-05-10 23:49:07	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	true	true	true	true	true	false	0	0	0	0	0	2	7096	7096	1774	2003	80	30826	4970	25733		
mistral-small3.1:24b	rules_generic_examples	test8	90.00	34077	run_0138	2026-05-10 23:49:38	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	true	true	true	true	true	false	0	0	0	0	0	1	7118	7118	1780	2005	88	34046	5265	28672		
mistral-small3.1:24b	rules_generic_examples	test9	70.00	25415	run_0139	2026-05-10 23:50:12	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	true	true	true	false	true	false	0	0	0	1	0	0	7055	7055	1764	1993	65	25407	4216	21023		
mistral-small3.1:24b	rules_generic_examples	test10	100.00	13731	run_0140	2026-05-10 23:50:38	simple	What are the total store sales across the entire sales cube?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7040	7040	1760	1986	31	13723	3843	9781		
mistral-small3.1:24b	step_by_step_methodology	test1	0.00	60053	run_0141	2026-05-10 23:50:51	simple	What are the total store sales by product category for the year 1997?	false	false	0.00	false	false	false	false	false	false	0	1	0	1	0	0	7241	7241	1811	-1	-1	-1	-1	-1	HTTP_ERROR_504	LLM request failed with HTTP status: 504
mistral-small3.1:24b	step_by_step_methodology	test2	100.00	81998	run_0142	2026-05-10 23:51:51	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7262	7262	1816	2009	77	81991	2444	24966		
mistral-small3.1:24b	step_by_step_methodology	test3	100.00	27203	run_0143	2026-05-10 23:53:13	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7292	7292	1823	2015	75	27195	2733	24358		
mistral-small3.1:24b	step_by_step_methodology	test4	100.00	20581	run_0144	2026-05-10 23:53:41	medium	What is the total store cost by product family and store city for stores in the USA?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7256	7256	1814	2004	58	20575	1858	18596		
mistral-small3.1:24b	step_by_step_methodology	test5	85.00	24849	run_0145	2026-05-10 23:54:01	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	true	true	true	true	true	false	0	0	0	0	0	1	7240	7240	1810	2005	70	24842	1903	22820		
mistral-small3.1:24b	step_by_step_methodology	test6	100.00	26155	run_0146	2026-05-10 23:54:26	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7282	7282	1821	2006	74	26147	2046	23985		
mistral-small3.1:24b	step_by_step_methodology	test7	80.00	29548	run_0147	2026-05-10 23:54:52	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	true	true	true	true	true	false	0	0	0	0	0	2	7288	7288	1822	2015	82	29537	2707	26706		
mistral-small3.1:24b	step_by_step_methodology	test8	90.00	34287	run_0148	2026-05-10 23:55:22	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	true	true	true	true	true	false	0	0	0	0	0	1	7310	7310	1828	2017	96	34279	2778	31361		
mistral-small3.1:24b	step_by_step_methodology	test9	85.00	24838	run_0149	2026-05-10 23:55:56	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	true	true	true	true	true	false	0	0	0	1	0	0	7247	7247	1812	2005	70	24829	2011	22692		
mistral-small3.1:24b	step_by_step_methodology	test10	100.00	11444	run_0150	2026-05-10 23:56:21	simple	What are the total store sales across the entire sales cube?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7232	7232	1808	1998	31	11437	1431	9900		
mistral-small3.1:24b	hybrid_self_check	test1	0.00	60025	run_0151	2026-05-10 23:56:32	simple	What are the total store sales by product category for the year 1997?	false	false	0.00	false	false	false	false	false	false	0	1	0	1	0	0	8412	8412	2103	-1	-1	-1	-1	-1	HTTP_ERROR_504	LLM request failed with HTTP status: 504
mistral-small3.1:24b	hybrid_self_check	test2	0.00	60045	run_0152	2026-05-10 23:57:32	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	false	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	8433	8433	2109	-1	-1	-1	-1	-1	HTTP_ERROR_504	LLM request failed with HTTP status: 504
mistral-small3.1:24b	hybrid_self_check	test3	100.00	39606	run_0153	2026-05-10 23:58:32	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	8463	8463	2116	2233	73	39597	5257	24129		
mistral-small3.1:24b	hybrid_self_check	test4	85.00	23017	run_0154	2026-05-10 23:59:12	medium	What is the total store cost by product family and store city for stores in the USA?	true	false	0.00	true	true	true	true	false	true	0	1	0	0	0	0	8427	8427	2107	2222	57	23011	4133	18774		
mistral-small3.1:24b	hybrid_self_check	test5	85.00	26409	run_0155	2026-05-10 23:59:35	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	true	true	true	true	true	false	0	0	0	0	0	1	8411	8411	2103	2223	67	26401	4383	21915		
mistral-small3.1:24b	hybrid_self_check	test6	55.00	29680	run_0156	2026-05-11 00:00:02	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	false	0.00	true	true	true	true	false	false	0	1	0	1	0	1	8453	8453	2114	2224	76	29673	4469	25069		
mistral-small3.1:24b	hybrid_self_check	test7	80.00	31486	run_0157	2026-05-11 00:00:31	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	true	true	true	true	true	false	0	0	0	0	0	2	8459	8459	2115	2233	80	31479	5131	26236		
mistral-small3.1:24b	hybrid_self_check	test8	65.00	36351	run_0158	2026-05-11 00:01:03	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	true	true	true	true	false	false	0	1	0	2	0	0	8481	8481	2121	2235	94	36343	5195	31042		
mistral-small3.1:24b	hybrid_self_check	test9	70.00	26693	run_0159	2026-05-11 00:01:39	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	true	true	true	true	false	false	0	1	0	1	0	0	8418	8418	2105	2223	68	26686	4230	22349		
mistral-small3.1:24b	hybrid_self_check	test10	100.00	13993	run_0160	2026-05-11 00:02:06	simple	What are the total store sales across the entire sales cube?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	8403	8403	2101	2216	31	13984	3839	10039		
sqlcoder:15b	rules_template	test1	0.00	60106	run_0161	2026-05-11 00:02:20	simple	What are the total store sales by product category for the year 1997?	false	false	0.00	false	false	false	false	false	false	0	1	0	1	0	0	7231	7231	1808	-1	-1	-1	-1	-1	HTTP_ERROR_504	LLM request failed with HTTP status: 504
sqlcoder:15b	rules_template	test2	0.00	44275	run_0162	2026-05-11 00:03:20	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	7252	7252	1813	1911	96	44268	1464	20594		
sqlcoder:15b	rules_template	test3	0.00	22359	run_0163	2026-05-11 00:04:04	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	false	0.00	false	false	false	false	false	false	0	1	0	2	0	0	7282	7282	1821	1917	96	22352	1718	20579		
sqlcoder:15b	rules_template	test4	0.00	21701	run_0164	2026-05-11 00:04:26	medium	What is the total store cost by product family and store city for stores in the USA?	true	false	0.00	false	false	false	false	false	false	0	2	0	1	0	0	7246	7246	1812	1906	96	21694	1156	20486		
sqlcoder:15b	rules_template	test5	0.00	21549	run_0165	2026-05-11 00:04:48	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	false	false	false	false	false	false	0	1	0	2	0	0	7230	7230	1808	1908	96	21541	1254	20234		
sqlcoder:15b	rules_template	test6	0.00	21887	run_0166	2026-05-11 00:05:10	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	7272	7272	1818	1911	96	21880	1462	20353		
sqlcoder:15b	rules_template	test7	0.00	21848	run_0167	2026-05-11 00:05:32	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	false	false	false	false	false	false	0	1	0	3	0	0	7278	7278	1820	1918	96	21842	1675	20112		
sqlcoder:15b	rules_template	test8	0.00	22280	run_0168	2026-05-11 00:05:53	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	false	false	false	false	false	false	0	2	0	3	0	0	7300	7300	1825	1920	96	22274	1786	20433		
sqlcoder:15b	rules_template	test9	0.00	22305	run_0169	2026-05-11 00:06:16	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	7237	7237	1810	1907	96	22298	1327	20919		
sqlcoder:15b	rules_template	test10	60.00	21627	run_0170	2026-05-11 00:06:38	simple	What are the total store sales across the entire sales cube?	true	false	0.00	false	false	false	false	true	true	0	0	0	0	0	0	7222	7222	1806	1900	96	21620	938	20628		
sqlcoder:15b	rules_generic_examples	test1	0.00	60063	run_0171	2026-05-11 00:07:00	simple	What are the total store sales by product category for the year 1997?	false	false	0.00	false	false	false	false	false	false	0	1	0	1	0	0	7049	7049	1763	-1	-1	-1	-1	-1	HTTP_ERROR_504	LLM request failed with HTTP status: 504
sqlcoder:15b	rules_generic_examples	test2	0.00	42349	run_0172	2026-05-11 00:08:00	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	7070	7070	1768	1965	96	42342	2952	20706		
sqlcoder:15b	rules_generic_examples	test3	0.00	23906	run_0173	2026-05-11 00:08:42	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	false	0.00	false	false	false	false	false	false	0	1	0	2	0	0	7100	7100	1775	1971	96	23899	2986	20861		
sqlcoder:15b	rules_generic_examples	test4	0.00	22688	run_0174	2026-05-11 00:09:06	medium	What is the total store cost by product family and store city for stores in the USA?	true	false	0.00	false	false	false	false	false	false	0	2	0	1	0	0	7064	7064	1766	1960	94	22682	2606	20025		
sqlcoder:15b	rules_generic_examples	test5	0.00	23280	run_0175	2026-05-11 00:09:29	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	false	false	false	false	false	false	0	1	0	2	0	0	7048	7048	1762	1962	96	23274	2434	20787		
sqlcoder:15b	rules_generic_examples	test6	0.00	23328	run_0176	2026-05-11 00:09:52	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	7090	7090	1773	1965	96	23321	2659	20607		
sqlcoder:15b	rules_generic_examples	test7	0.00	23920	run_0177	2026-05-11 00:10:15	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	false	false	false	false	false	false	0	1	0	3	0	0	7096	7096	1774	1972	96	23913	3263	20597		
sqlcoder:15b	rules_generic_examples	test8	0.00	23732	run_0178	2026-05-11 00:10:39	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	false	false	false	false	false	false	0	2	0	3	0	0	7118	7118	1780	1974	96	23725	3006	20665		
sqlcoder:15b	rules_generic_examples	test9	0.00	23310	run_0179	2026-05-11 00:11:03	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	7055	7055	1764	1961	96	23304	2600	20650		
sqlcoder:15b	rules_generic_examples	test10	60.00	14562	run_0180	2026-05-11 00:11:26	simple	What are the total store sales across the entire sales cube?	true	false	0.00	false	false	false	false	true	true	0	0	0	0	0	0	7040	7040	1760	1954	57	14554	2396	12114		
sqlcoder:15b	step_by_step_methodology	test1	0.00	60063	run_0181	2026-05-11 00:11:41	simple	What are the total store sales by product category for the year 1997?	false	false	0.00	false	false	false	false	false	false	0	1	0	1	0	0	7241	7241	1811	-1	-1	-1	-1	-1	HTTP_ERROR_504	LLM request failed with HTTP status: 504
sqlcoder:15b	step_by_step_methodology	test2	0.00	39585	run_0182	2026-05-11 00:12:41	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	7262	7262	1816	1935	96	39577	1415	20330		
sqlcoder:15b	step_by_step_methodology	test3	0.00	22143	run_0183	2026-05-11 00:13:20	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	false	0.00	false	false	false	false	false	false	0	1	0	2	0	0	7292	7292	1823	1941	96	22136	1681	20400		
sqlcoder:15b	step_by_step_methodology	test4	0.00	21822	run_0184	2026-05-11 00:13:43	medium	What is the total store cost by product family and store city for stores in the USA?	true	false	0.00	false	false	false	false	false	false	0	2	0	1	0	0	7256	7256	1814	1930	96	21815	1159	20602		
sqlcoder:15b	step_by_step_methodology	test5	0.00	21883	run_0185	2026-05-11 00:14:04	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	false	false	false	false	false	false	0	1	0	2	0	0	7240	7240	1810	1932	96	21876	1305	20498		
sqlcoder:15b	step_by_step_methodology	test6	0.00	22289	run_0186	2026-05-11 00:14:26	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	7282	7282	1821	1935	96	22281	1495	20733		
sqlcoder:15b	step_by_step_methodology	test7	0.00	22259	run_0187	2026-05-11 00:14:49	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	false	false	false	false	false	false	0	1	0	3	0	0	7288	7288	1822	1942	96	22252	1607	20591		
sqlcoder:15b	step_by_step_methodology	test8	0.00	22459	run_0188	2026-05-11 00:15:11	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	false	false	false	false	false	false	0	2	0	3	0	0	7310	7310	1828	1944	96	22451	1845	20554		
sqlcoder:15b	step_by_step_methodology	test9	0.00	21509	run_0189	2026-05-11 00:15:33	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	7247	7247	1812	1931	96	21501	1302	20146		
sqlcoder:15b	step_by_step_methodology	test10	60.00	21388	run_0190	2026-05-11 00:15:55	simple	What are the total store sales across the entire sales cube?	true	false	0.00	false	false	false	false	true	true	0	0	0	0	0	0	7232	7232	1808	1924	96	21380	958	20369		
sqlcoder:15b	hybrid_self_check	test1	0.00	60028	run_0191	2026-05-11 00:16:16	simple	What are the total store sales by product category for the year 1997?	false	false	0.00	false	false	false	false	false	false	0	1	0	1	0	0	8412	8412	2103	-1	-1	-1	-1	-1	HTTP_ERROR_504	LLM request failed with HTTP status: 504
sqlcoder:15b	hybrid_self_check	test2	0.00	53687	run_0192	2026-05-11 00:17:16	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	8433	8433	2109	2199	96	53678	2972	20733		
sqlcoder:15b	hybrid_self_check	test3	0.00	24003	run_0193	2026-05-11 00:18:10	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	false	0.00	false	false	false	false	false	false	0	1	0	2	0	0	8463	8463	2116	2205	96	23992	3054	20884		
sqlcoder:15b	hybrid_self_check	test4	0.00	23421	run_0194	2026-05-11 00:18:34	medium	What is the total store cost by product family and store city for stores in the USA?	true	false	0.00	false	false	false	false	false	false	0	2	0	1	0	0	8427	8427	2107	2194	96	23413	2650	20710		
sqlcoder:15b	hybrid_self_check	test5	0.00	23357	run_0195	2026-05-11 00:18:57	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	false	false	false	false	false	false	0	1	0	2	0	0	8411	8411	2103	2196	96	23349	2672	20622		
sqlcoder:15b	hybrid_self_check	test6	0.00	23294	run_0196	2026-05-11 00:19:21	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	8453	8453	2114	2199	96	23286	2830	20403		
sqlcoder:15b	hybrid_self_check	test7	0.00	24110	run_0197	2026-05-11 00:19:44	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	false	false	false	false	false	false	0	1	0	3	0	0	8459	8459	2115	2206	96	24103	3193	20847		
sqlcoder:15b	hybrid_self_check	test8	0.00	23735	run_0198	2026-05-11 00:20:08	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	false	false	false	false	false	false	0	2	0	3	0	0	8481	8481	2121	2208	96	23727	3075	20600		
sqlcoder:15b	hybrid_self_check	test9	0.00	22924	run_0199	2026-05-11 00:20:32	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	false	false	false	false	false	false	0	2	0	2	0	0	8418	8418	2105	2195	96	22916	2526	20336		
sqlcoder:15b	hybrid_self_check	test10	60.00	21549	run_0200	2026-05-11 00:20:55	simple	What are the total store sales across the entire sales cube?	true	false	0.00	false	false	false	false	true	true	0	0	0	0	0	0	8403	8403	2101	2188	90	21541	2353	19138		
llama3.1:8b	rules_template	test1	40.00	42298	run_0201	2026-05-11 00:21:16	simple	What are the total store sales by product category for the year 1997?	true	false	0.00	true	true	true	true	false	false	4	1	2	1	2	0	7231	7231	1808	1557	46	42293	34340	5634		
llama3.1:8b	rules_template	test2	60.00	8074	run_0202	2026-05-11 00:21:59	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	true	false	0.00	true	true	false	true	false	false	0	0	1	1	0	0	7252	7252	1813	1562	58	8069	783	7163		
