run_id	llm	prompt_combination	test_id	difficulty	category	strict_accuracy	overall_similarity	structural_accuracy	response_time_ms	similarity_available	gamma_similarity	sigma_similarity	measure_similarity	aggregate_similarity	cube_similarity	strict_valid	structural_valid	strict_weighted_score	structural_weighted_score	format_valid	cube_correct	aggregate_correct	measure_correct	gamma_correct	sigma_correct	structural_sigma_correct	unknown_fields_count	missing_gamma_count	extra_gamma_count	missing_sigma_count	extra_sigma_count	wrong_sigma_value_count	question	expected_cube	expected_aggregate	expected_measure	expected_gamma	expected_sigma	actual_answer	prompt_chars	prompt_utf8_bytes	prompt_estimated_tokens_chars	prompt_estimated_tokens_bytes	prompt_eval_count	eval_count	total_tokens	total_duration_ms	load_duration_ms	prompt_eval_duration_ms	eval_duration_ms	prompt_tokens_per_second	output_tokens_per_second	llm_call_success	error_type	error_message	timestamp
run_0067	qwen3.5:35b	examples	medium_02	medium	structured_wording	0.00	0.85	0.00	23091	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What is the average store cost by product family for stores in the USA during 1997?	sales_cube	Avg	store_cost	[product_dim.product_family]	[store_dim.store_country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "AverageStoreCostByProductFamilyForUSStoresIn1997",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": ["product_dim.product_family"],\n  "sigma": ["customer_dim.country='USA'", "date_dim.the_year='1997'"]\n}	6845	6845	1712	1712	1704	89	1793	23083	143	13546	9346	125.79	9.52	true			2026-09-18 02:26:16
run_0068	qwen3.5:35b	examples	medium_03	medium	structured_wording	1.00	1.00	1.00	23149	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by promotion media type and product category during 1997?	sales_cube	Sum	store_sales	[promotion_dim.media_type, product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByPromotionMediaAndProductCategoryFor1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["promotion_dim.media_type", "product_dim.product_category"],\n  "sigma": ["date_dim.the_year='1997'"]\n}	6850	6850	1713	1713	1703	89	1792	23142	135	13592	9370	125.29	9.50	true			2026-09-18 02:26:39
run_0069	qwen3.5:35b	examples	medium_04	medium	natural_wording	0.00	0.97	1.00	22377	true	1.00	0.90	1.00	1.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	Among Golden-card customers in the USA, how many units did men and women buy?	sales_cube	Sum	unit_sales	[customer_dim.gender]	[customer_dim.member_card='Golden', customer_dim.country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "UnitSalesByGenderForGoldenCardCustomersInUSA",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": ["customer_dim.gender"],\n  "sigma": ["customer_dim.member_card='Golden-card'", "customer_dim.country='USA'"]\n}	6839	6839	1710	1710	1700	82	1782	22370	140	13554	8632	125.42	9.50	true			2026-09-18 02:27:02
run_0070	qwen3.5:35b	examples	medium_05	medium	natural_wording	0.00	0.93	0.00	23205	true	0.75	1.00	1.00	1.00	1.00	false	false	70.00	70.00	true	true	true	true	false	true	true	0	1	1	0	0	0	During 1997, how did the sales revenue from low-fat products change from month to month?	sales_cube	Sum	store_sales	[date_dim.year_and_month]	[product_dim.low_fat='1', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "MonthlySalesRevenueChangeForLowFatProductsIn1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["date_dim.the_month"],\n  "sigma": ["date_dim.the_year='1997'", "product_dim.low_fat=1"]\n}	6850	6850	1713	1713	1705	89	1794	23198	159	13623	9363	125.15	9.51	true			2026-09-18 02:27:25
run_0071	qwen3.5:35b	examples	complex_01	complex	structured_wording	1.00	1.00	1.00	25332	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by month and customer state during 1997 for customers in the USA who purchased products from the Milk subcategory?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.state_province]	[date_dim.the_year='1997', customer_dim.country='USA', product_dim.product_subcategory='Milk']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByMonthAndCustomerStateForUSAMilkIn1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["date_dim.year_and_month", "customer_dim.state_province"],\n  "sigma": ["customer_dim.country='USA'", "product_dim.product_subcategory='Milk'", "date_dim.the_year='1997'"]\n}	6907	6907	1727	1727	1714	109	1823	25325	128	13618	11520	125.85	9.46	true			2026-09-18 02:27:48
run_0072	qwen3.5:35b	examples	complex_02	complex	structured_wording	0.00	0.90	0.00	25856	true	1.00	0.67	1.00	1.00	1.00	false	false	90.00	90.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What are the total store sales by product subcategory and quarter during 1997 for Breakfast Foods sold by stores in the USA?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByProductSubcategoryAndQuarterForBreakfastFoodsInUSA1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["product_dim.product_subcategory", "date_dim.year_quarter"],\n  "sigma": ["product_dim.product_category='Breakfast Foods'", "customer_dim.country='USA'", "date_dim.the_year='1997'"]\n}	6886	6886	1722	1722	1711	113	1824	25848	132	13810	11850	123.90	9.54	true			2026-09-18 02:28:13
run_0073	qwen3.5:35b	examples	complex_03	complex	structured_wording	0.00	0.94	0.00	25688	true	0.88	0.93	1.00	1.00	1.00	false	false	75.00	85.00	true	true	true	true	false	false	true	0	1	1	0	0	1	What are the total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByMonthAndCustomerCityForCaliforniaDailyPaperInQ31997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["date_dim.the_month", "customer_dim.city"],\n  "sigma": ["date_dim.year_quarter='1997-Q3'", "customer_dim.state_province='California'", "promotion_dim.media_type='Daily Paper'"]\n}	6909	6909	1728	1728	1715	112	1827	25681	160	13639	11828	125.74	9.47	true			2026-09-18 02:28:39
run_0074	qwen3.5:35b	examples	complex_04	complex	natural_wording	0.00	0.93	0.00	25817	true	1.00	0.76	1.00	1.00	1.00	false	false	85.00	92.50	true	true	true	true	true	false	false	0	0	0	1	1	1	For Food purchases made by customers from Washington in the USA during 1997, how did sales revenue vary across quarters and brands?	sales_cube	Sum	store_sales	[date_dim.year_quarter, product_dim.brand_name]	[product_dim.product_family='Food', customer_dim.state_province='WA', customer_dim.country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "SalesRevenueVariationByQuarterAndBrandForWashingtonUSA1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["date_dim.year_quarter", "product_dim.brand_name"],\n  "sigma": ["customer_dim.state_province='Washington'", "customer_dim.country='USA'", "product_dim.product_category='Food'", "date_dim.the_year='1997'"]\n}	6893	6893	1724	1724	1711	113	1824	25811	122	13729	11900	124.62	9.50	true			2026-09-18 02:29:05
run_0075	qwen3.5:35b	examples	complex_05	complex	natural_wording	0.00	0.83	0.00	25834	true	1.00	0.44	1.00	1.00	1.00	false	false	80.00	80.00	true	true	true	true	true	false	false	0	0	0	2	2	0	When Daily Paper promotions were used in California during Q3 1997, how did the average sales revenue differ across product categories and store types?	sales_cube	Avg	store_sales	[product_dim.product_category, store_dim.store_type]	[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']	{\n  "cubeName": "sales_cube",\n  "queryName": "AvgSalesRevenueByCategoryAndStoreTypeForDailyPaperInCaliforniaQ31997",\n  "aggregateFunction": "Avg",\n  "measure": "store_sales",\n  "gamma": ["product_dim.product_category", "store_dim.store_type"],\n  "sigma": ["promotion_dim.promotion_name='Daily Paper'", "customer_dim.state_province='California'", "date_dim.year_quarter='1997-Q3'"]\n}	6913	6913	1729	1729	1714	114	1828	25828	116	13616	12041	125.87	9.47	true			2026-09-18 02:29:30
run_0076	qwen3.5:35b	instructions_for_query_generation+examples	simple_01	simple	structured_wording	1.00	1.00	1.00	37915	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by product category for the year 1997?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByProductCategoryFor1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["product_dim.product_category"],\n  "sigma": ["date_dim.the_year='1997'"]\n}	10872	10872	2718	2718	2544	79	2623	37908	161	29169	8542	87.22	9.25	true			2026-09-18 02:29:56
run_0077	qwen3.5:35b	instructions_for_query_generation+examples	simple_02	simple	structured_wording	1.00	1.00	1.00	30622	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What is the average store cost by store type?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "AverageStoreCostByStoreType",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": ["store_dim.store_type"],\n  "sigma": []\n}	10848	10848	2712	2712	2536	63	2599	30615	127	23679	6760	107.10	9.32	true			2026-09-18 02:30:34
run_0078	qwen3.5:35b	instructions_for_query_generation+examples	simple_03	simple	structured_wording	1.00	1.00	1.00	29824	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales across the entire cube?	sales_cube	Sum	store_sales	[]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesAcrossCube",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": []\n}	10857	10857	2715	2715	2537	57	2594	29817	159	23580	6043	107.59	9.43	true			2026-09-18 02:31:05
run_0079	qwen3.5:35b	instructions_for_query_generation+examples	simple_04	simple	natural_wording	1.00	1.00	1.00	30548	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	How much sales revenue did each product family generate?	sales_cube	Sum	store_sales	[product_dim.product_family]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "SalesRevenueByProductFamily",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["product_dim.product_family"],\n  "sigma": []\n}	10859	10859	2715	2715	2536	62	2598	30540	147	23764	6592	106.71	9.41	true			2026-09-18 02:31:35
run_0080	qwen3.5:35b	instructions_for_query_generation+examples	simple_05	simple	natural_wording	0.00	0.97	1.00	32578	true	1.00	0.90	1.00	1.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	How much sales revenue came from stores in California during 1998?	sales_cube	Sum	store_sales	[]	[store_dim.store_state='CA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "SalesRevenueFromCaliforniaStoresIn1998",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": ["store_dim.store_state='California'", "date_dim.the_year='1998'"]\n}	10869	10869	2718	2718	2542	81	2623	32569	128	23728	8658	107.13	9.35	true			2026-09-18 02:32:05
run_0081	qwen3.5:35b	instructions_for_query_generation+examples	medium_01	medium	structured_wording	0.00	0.85	0.00	34323	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What are the total unit sales by store state and quarter for stores in the USA during 1998?	sales_cube	Sum	unit_sales	[store_dim.store_state, date_dim.year_quarter]	[store_dim.store_country='USA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalUnitSalesByStoreStateAndQuarterForUSAIn1998",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": ["store_dim.store_state", "date_dim.year_quarter"],\n  "sigma": ["customer_dim.country='USA'", "date_dim.the_year='1998'"]\n}	10894	10894	2724	2724	2549	97	2646	34316	133	23721	10402	107.45	9.32	true			2026-09-18 02:32:38
run_0082	qwen3.5:35b	instructions_for_query_generation+examples	medium_02	medium	structured_wording	0.00	0.85	0.00	33364	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What is the average store cost by product family for stores in the USA during 1997?	sales_cube	Avg	store_cost	[product_dim.product_family]	[store_dim.store_country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "AverageStoreCostByProductFamilyForUSAStoresIn1997",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": ["product_dim.product_family"],\n  "sigma": ["customer_dim.country='USA'", "date_dim.the_year='1997'"]\n}	10886	10886	2722	2722	2547	89	2636	33355	123	23674	9512	107.58	9.36	true			2026-09-18 02:33:12
run_0083	qwen3.5:35b	instructions_for_query_generation+examples	medium_03	medium	structured_wording	1.00	1.00	1.00	33465	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by promotion media type and product category during 1997?	sales_cube	Sum	store_sales	[promotion_dim.media_type, product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByPromotionMediaAndProductCategoryFor1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["promotion_dim.media_type", "product_dim.product_category"],\n  "sigma": ["date_dim.the_year='1997'"]\n}	10891	10891	2723	2723	2546	89	2635	33457	136	23707	9563	107.39	9.31	true			2026-09-18 02:33:46
run_0084	qwen3.5:35b	instructions_for_query_generation+examples	medium_04	medium	natural_wording	0.00	0.97	1.00	32794	true	1.00	0.90	1.00	1.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	Among Golden-card customers in the USA, how many units did men and women buy?	sales_cube	Sum	unit_sales	[customer_dim.gender]	[customer_dim.member_card='Golden', customer_dim.country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "UnitsBoughtByGenderForGoldenCardCustomersInUSA",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": ["customer_dim.gender"],\n  "sigma": ["customer_dim.member_card='Golden-card'", "customer_dim.country='USA'"]\n}	10880	10880	2720	2720	2543	83	2626	32786	153	23671	8918	107.43	9.31	true			2026-09-18 02:34:19
run_0085	qwen3.5:35b	instructions_for_query_generation+examples	medium_05	medium	natural_wording	1.00	1.00	1.00	33557	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	During 1997, how did the sales revenue from low-fat products change from month to month?	sales_cube	Sum	store_sales	[date_dim.year_and_month]	[product_dim.low_fat='1', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "MonthlySalesRevenueChangeForLowFatProductsIn1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["date_dim.year_and_month"],\n  "sigma": ["date_dim.the_year='1997'", "product_dim.low_fat=1"]\n}	10891	10891	2723	2723	2548	90	2638	33550	114	23738	9652	107.33	9.32	true			2026-09-18 02:34:52
run_0086	qwen3.5:35b	instructions_for_query_generation+examples	complex_01	complex	structured_wording	1.00	1.00	1.00	35912	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by month and customer state during 1997 for customers in the USA who purchased products from the Milk subcategory?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.state_province]	[date_dim.the_year='1997', customer_dim.country='USA', product_dim.product_subcategory='Milk']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByMonthAndCustomerStateForUSAMilkCustomersIn1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["date_dim.year_and_month", "customer_dim.state_province"],\n  "sigma": ["customer_dim.country='USA'", "product_dim.product_subcategory='Milk'", "date_dim.the_year='1997'"]\n}	10948	10948	2737	2737	2557	110	2667	35905	146	23863	11841	107.15	9.29	true			2026-09-18 02:35:25
run_0087	qwen3.5:35b	instructions_for_query_generation+examples	complex_02	complex	structured_wording	0.00	0.90	0.00	36156	true	1.00	0.67	1.00	1.00	1.00	false	false	90.00	90.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What are the total store sales by product subcategory and quarter during 1997 for Breakfast Foods sold by stores in the USA?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByProductSubcategoryAndQuarterForBreakfastFoodsInUSA1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["product_dim.product_subcategory", "date_dim.year_quarter"],\n  "sigma": ["product_dim.product_category='Breakfast Foods'", "customer_dim.country='USA'", "date_dim.the_year='1997'"]\n}	10927	10927	2732	2732	2554	113	2667	36149	123	23790	12180	107.35	9.28	true			2026-09-18 02:36:01
run_0088	qwen3.5:35b	instructions_for_query_generation+examples	complex_03	complex	structured_wording	0.00	0.96	1.00	36168	true	1.00	0.87	1.00	1.00	1.00	false	true	80.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	2	What are the total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByMonthAndCustomerCityForQ31997CaliforniaDailyPaper",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["date_dim.year_and_month", "customer_dim.city"],\n  "sigma": ["date_dim.year_quarter='Q3 1997'", "customer_dim.state_province='California'", "promotion_dim.media_type='Daily Paper'"]\n}	10950	10950	2738	2738	2558	113	2671	36160	136	23888	12081	107.08	9.35	true			2026-09-18 02:36:37
run_0089	qwen3.5:35b	instructions_for_query_generation+examples	complex_04	complex	natural_wording	0.00	0.93	0.00	36206	true	1.00	0.76	1.00	1.00	1.00	false	false	85.00	92.50	true	true	true	true	true	false	false	0	0	0	1	1	1	For Food purchases made by customers from Washington in the USA during 1997, how did sales revenue vary across quarters and brands?	sales_cube	Sum	store_sales	[date_dim.year_quarter, product_dim.brand_name]	[product_dim.product_family='Food', customer_dim.state_province='WA', customer_dim.country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "SalesRevenueVariationByQuarterAndBrandForWashingtonUSA1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["date_dim.year_quarter", "product_dim.brand_name"],\n  "sigma": ["customer_dim.state_province='Washington'", "customer_dim.country='USA'", "product_dim.product_category='Food'", "date_dim.the_year='1997'"]\n}	10934	10934	2734	2734	2554	113	2667	36198	123	23812	12207	107.25	9.26	true			2026-09-18 02:37:14
run_0090	qwen3.5:35b	instructions_for_query_generation+examples	complex_05	complex	natural_wording	0.00	0.83	0.00	36326	true	1.00	0.44	1.00	1.00	1.00	false	false	80.00	80.00	true	true	true	true	true	false	false	0	0	0	2	2	0	When Daily Paper promotions were used in California during Q3 1997, how did the average sales revenue differ across product categories and store types?	sales_cube	Avg	store_sales	[product_dim.product_category, store_dim.store_type]	[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']	{\n  "cubeName": "sales_cube",\n  "queryName": "AvgSalesRevenueByCategoryAndStoreTypeForDailyPaperInCAQ31997",\n  "aggregateFunction": "Avg",\n  "measure": "store_sales",\n  "gamma": ["product_dim.product_category", "store_dim.store_type"],\n  "sigma": ["promotion_dim.promotion_name='Daily Paper'", "customer_dim.state_province='California'", "date_dim.year_quarter='1997-Q3'"]\n}	10954	10954	2739	2739	2557	114	2671	36317	119	23849	12293	107.22	9.27	true			2026-09-18 02:37:50
run_0091	qwen3.5:35b	prescription_of_result+examples	simple_01	simple	structured_wording	1.00	1.00	1.00	33603	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by product category for the year 1997?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByProductCategoryFor1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["product_dim.product_category"],\n  "sigma": ["date_dim.the_year='1997'"]\n}	8888	8888	2222	2222	2190	79	2269	33596	138	24968	8454	87.71	9.34	true			2026-09-18 02:38:26
run_0092	qwen3.5:35b	prescription_of_result+examples	simple_02	simple	structured_wording	1.00	1.00	1.00	26169	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What is the average store cost by store type?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "AverageStoreCostByStoreType",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": ["store_dim.store_type"],\n  "sigma": []\n}	8864	8864	2216	2216	2182	63	2245	26161	129	19254	6729	113.32	9.36	true			2026-09-18 02:39:00
run_0093	qwen3.5:35b	prescription_of_result+examples	simple_03	simple	structured_wording	1.00	1.00	1.00	25720	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales across the entire cube?	sales_cube	Sum	store_sales	[]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesAcrossCube",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": []\n}	8873	8873	2219	2219	2183	57	2240	25711	145	19499	6028	111.95	9.46	true			2026-09-18 02:39:26
run_0094	qwen3.5:35b	prescription_of_result+examples	simple_04	simple	natural_wording	1.00	1.00	1.00	25948	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	How much sales revenue did each product family generate?	sales_cube	Sum	store_sales	[product_dim.product_family]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "SalesRevenueByProductFamily",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["product_dim.product_family"],\n  "sigma": []\n}	8875	8875	2219	2219	2182	62	2244	25941	158	19140	6601	114.00	9.39	true			2026-09-18 02:39:52
run_0095	qwen3.5:35b	prescription_of_result+examples	simple_05	simple	natural_wording	0.00	0.85	0.00	28384	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	How much sales revenue came from stores in California during 1998?	sales_cube	Sum	store_sales	[]	[store_dim.store_state='CA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "SalesRevenueFromCaliforniaStoresIn1998",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": ["customer_dim.state_province='California'", "date_dim.the_year='1998'"]\n}	8885	8885	2222	2222	2188	81	2269	28377	138	19603	8590	111.61	9.43	true			2026-09-18 02:40:18
run_0096	qwen3.5:35b	prescription_of_result+examples	medium_01	medium	structured_wording	0.00	0.85	0.00	30121	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What are the total unit sales by store state and quarter for stores in the USA during 1998?	sales_cube	Sum	unit_sales	[store_dim.store_state, date_dim.year_quarter]	[store_dim.store_country='USA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalUnitSalesByStoreStateAndQuarterForUSAIn1998",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": ["store_dim.store_state", "date_dim.year_quarter"],\n  "sigma": ["customer_dim.country='USA'", "date_dim.the_year='1998'"]\n}	8910	8910	2228	2228	2195	97	2292	30114	120	19620	10325	111.87	9.39	true			2026-09-18 02:40:46
run_0097	qwen3.5:35b	prescription_of_result+examples	medium_02	medium	structured_wording	0.00	0.85	0.00	28868	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What is the average store cost by product family for stores in the USA during 1997?	sales_cube	Avg	store_cost	[product_dim.product_family]	[store_dim.store_country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "AverageStoreCostByProductFamilyForUSAIn1997",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": ["product_dim.product_family"],\n  "sigma": ["customer_dim.country='USA'", "date_dim.the_year='1997'"]\n}	8902	8902	2226	2226	2193	88	2281	28861	152	19360	9298	113.27	9.46	true			2026-09-18 02:41:16
run_0098	qwen3.5:35b	prescription_of_result+examples	medium_03	medium	structured_wording	1.00	1.00	1.00	30449	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by promotion media type and product category during 1997?	sales_cube	Sum	store_sales	[promotion_dim.media_type, product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByPromotionMediaAndProductCategoryFor1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "promotion_dim.media_type",\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'"\n  ]\n}	8907	8907	2227	2227	2192	102	2294	30441	137	19459	10794	112.65	9.45	true			2026-09-18 02:41:45
run_0099	qwen3.5:35b	prescription_of_result+examples	medium_04	medium	natural_wording	0.00	0.97	1.00	28549	true	1.00	0.90	1.00	1.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	Among Golden-card customers in the USA, how many units did men and women buy?	sales_cube	Sum	unit_sales	[customer_dim.gender]	[customer_dim.member_card='Golden', customer_dim.country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "UnitsSoldByGenderForGoldenCardCustomersInUSA",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": ["customer_dim.gender"],\n  "sigma": ["customer_dim.member_card='Golden-card'", "customer_dim.country='USA'"]\n}	8896	8896	2224	2224	2189	82	2271	28541	123	19609	8764	111.63	9.36	true			2026-09-18 02:42:15
