run_id	llm	prompt_combination	test_id	pair_id	wording_type	difficulty	category	strict_accuracy	overall_similarity	structural_accuracy	response_time_ms	similarity_available	gamma_similarity	sigma_similarity	measure_similarity	aggregate_similarity	cube_similarity	strict_valid	structural_valid	strict_weighted_score	structural_weighted_score	format_valid	cube_correct	aggregate_correct	measure_correct	gamma_correct	sigma_correct	structural_sigma_correct	unknown_fields_count	missing_gamma_count	extra_gamma_count	missing_sigma_count	extra_sigma_count	wrong_sigma_value_count	question	expected_cube	expected_aggregate	expected_measure	expected_gamma	expected_sigma	actual_answer	prompt_chars	prompt_utf8_bytes	prompt_estimated_tokens_chars	prompt_estimated_tokens_bytes	prompt_eval_count	eval_count	total_tokens	total_duration_ms	load_duration_ms	adjusted_duration_ms	adjusted_duration_s	prompt_eval_duration_ms	eval_duration_ms	prompt_tokens_per_second	output_tokens_per_second	llm_call_success	error_type	error_message	timestamp
run_0336	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_07_structured	pair_07	structured	medium	structured_wording	0.00	0.85	0.00	9706	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What is the average store cost by product family for stores in the USA during 1997?	sales_cube	Avg	store_cost	[product_dim.product_family]	[store_dim.store_country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Average store cost by product family for USA stores in 1997",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": [\n    "product_dim.product_family"\n  ],\n  "sigma": [\n    "customer_dim.country='USA'",\n    "date_dim.the_year=1997"\n  ]\n}	9764	9764	2441	2441	2195	103	2298	9695	1	9694	9.694	4011	5667	547.11	18.17	true			2026-09-23 02:07:50
run_0337	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_08_natural	pair_08	natural	medium	natural_wording	1.00	1.00	1.00	9475	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	In 1997, how much sales revenue came from each product category under each type of promotional media?	sales_cube	Sum	store_sales	[promotion_dim.media_type, product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Sales revenue by product category and media type in 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category",\n    "promotion_dim.media_type"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'"\n  ]\n}	9782	9782	2446	2446	2197	101	2298	9464	1	9463	9.463	3833	5613	573.08	17.99	true			2026-09-23 02:07:59
run_0338	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_08_structured	pair_08	structured	medium	structured_wording	1.00	1.00	1.00	9745	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by promotion media type and product category during 1997?	sales_cube	Sum	store_sales	[promotion_dim.media_type, product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales by promotion media type and product category during 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "promotion_dim.media_type",\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'"\n  ]\n}	9769	9769	2443	2443	2194	103	2297	9734	1	9733	9.733	4044	5672	542.40	18.16	true			2026-09-23 02:08:09
run_0339	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_09_structured	pair_09	structured	medium	structured_wording	1.00	1.00	1.00	9287	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total unit sales by customer gender for Golden-card customers in the USA?	sales_cube	Sum	unit_sales	[customer_dim.gender]	[customer_dim.member_card='Golden', customer_dim.country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total unit sales by customer gender for Golden-card customers in USA",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "customer_dim.gender"\n  ],\n  "sigma": [\n    "customer_dim.member_card='Golden'",\n    "customer_dim.country='USA'"\n  ]\n}	9767	9767	2442	2442	2191	96	2287	9275	1	9274	9.274	3960	5299	553.24	18.11	true			2026-09-23 02:08:19
run_0340	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_09_natural	pair_09	natural	medium	natural_wording	1.00	1.00	1.00	9232	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	Among Golden-card customers in the USA, how many units did men and women buy?	sales_cube	Sum	unit_sales	[customer_dim.gender]	[customer_dim.member_card='Golden', customer_dim.country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "Units bought by gender for Golden-card customers in USA",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "customer_dim.gender"\n  ],\n  "sigma": [\n    "customer_dim.member_card='Golden'",\n    "customer_dim.country='USA'"\n  ]\n}	9758	9758	2440	2440	2191	94	2285	9221	1	9220	9.220	4014	5192	545.74	18.10	true			2026-09-23 02:08:28
run_0341	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_05_structured	pair_05	structured	simple	structured_wording	0.00	0.85	0.00	8953	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What are the total store sales for stores in California during 1998?	sales_cube	Sum	store_sales	[]	[store_dim.store_state='CA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales for California stores in 1998",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": [\n    "customer_dim.state_province='California'",\n    "date_dim.the_year=1998"\n  ]\n}	9749	9749	2438	2438	2191	90	2281	8942	1	8941	8.941	3990	4937	549.09	18.23	true			2026-09-23 02:08:37
run_0342	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_05_natural	pair_05	natural	simple	natural_wording	0.00	0.85	0.00	8893	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	How much sales revenue came from stores in California during 1998?	sales_cube	Sum	store_sales	[]	[store_dim.store_state='CA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "Sales revenue from California stores in 1998",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": [\n    "customer_dim.state_province='California'",\n    "date_dim.the_year=1998"\n  ]\n}	9747	9747	2437	2437	2190	89	2279	8882	1	8881	8.881	4008	4858	546.29	18.32	true			2026-09-23 02:08:46
run_0343	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_15_natural	pair_15	natural	complex	natural_wording	0.00	0.83	0.00	11452	true	1.00	0.44	1.00	1.00	1.00	false	false	80.00	80.00	true	true	true	true	true	false	false	0	0	0	2	2	0	When Daily Paper promotions were used in California during Q3 1997, how did the average sales revenue differ across product categories and store types?	sales_cube	Avg	store_sales	[product_dim.product_category, store_dim.store_type]	[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']	{\n  "cubeName": "sales_cube",\n  "queryName": "Average sales revenue by product category and store type for Daily Paper promotions in California Q3 1997",\n  "aggregateFunction": "Avg",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category",\n    "store_dim.store_type"\n  ],\n  "sigma": [\n    "promotion_dim.promotion_name='Daily Paper'",\n    "customer_dim.state_province='California'",\n    "date_dim.year_quarter='1997-Q3'"\n  ]\n}	9832	9832	2458	2458	2205	134	2339	11442	1	11441	11.441	4138	7289	532.82	18.38	true			2026-09-23 02:08:55
run_0344	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_15_structured	pair_15	structured	complex	structured_wording	0.00	0.90	0.00	11061	true	1.00	0.67	1.00	1.00	1.00	false	false	90.00	90.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What is the average store sales by product category and store type in California during Q3 1997 when the promotion media type was Daily Paper?	sales_cube	Avg	store_sales	[product_dim.product_category, store_dim.store_type]	[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']	{\n  "cubeName": "sales_cube",\n  "queryName": "Average store sales by product category and store type for California Q3 1997 Daily Paper",\n  "aggregateFunction": "Avg",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category",\n    "store_dim.store_type"\n  ],\n  "sigma": [\n    "customer_dim.state_province='California'",\n    "date_dim.year_quarter='1997-Q3'",\n    "promotion_dim.media_type='Daily Paper'"\n  ]\n}	9823	9823	2456	2456	2205	131	2336	11050	1	11049	11.049	3879	7156	568.44	18.30	true			2026-09-23 02:09:06
run_0345	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_01_structured	pair_01	structured	simple	structured_wording	1.00	1.00	1.00	8982	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by product category for the year 1997?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales by product category for 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'"\n  ]\n}	9750	9750	2438	2438	2192	91	2283	8971	1	8970	8.970	3992	4963	548.97	18.33	true			2026-09-23 02:09:18
run_0346	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_01_natural	pair_01	natural	simple	natural_wording	1.00	1.00	1.00	8944	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	In 1997, how much sales revenue did each product category generate?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Sales revenue by product category in 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'"\n  ]\n}	9748	9748	2437	2437	2191	90	2281	8935	1	8934	8.934	3969	4949	551.89	18.18	true			2026-09-23 02:09:27
run_0347	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_12_structured	pair_12	structured	complex	structured_wording	0.00	0.90	0.00	11311	true	1.00	0.67	1.00	1.00	1.00	false	false	90.00	90.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What are the total store sales by product subcategory and quarter during 1997 for products in the Breakfast Foods category sold by stores in the USA?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales by product subcategory and quarter for Breakfast Foods in USA during 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_subcategory",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "product_dim.product_category='Breakfast Foods'",\n    "customer_dim.country='USA'",\n    "date_dim.the_year=1997"\n  ]\n}	9830	9830	2458	2458	2206	130	2336	11300	1	11299	11.299	4108	7177	537.00	18.11	true			2026-09-23 02:09:35
run_0348	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_12_natural	pair_12	natural	complex	natural_wording	0.00	0.85	0.00	11158	true	1.00	0.50	1.00	1.00	1.00	false	false	80.00	80.00	true	true	true	true	true	false	false	0	0	0	2	2	0	For Breakfast Foods sold by stores in the USA in 1997, how much sales revenue came from each product subcategory in each quarter?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "Sales revenue by product subcategory per quarter for Breakfast Foods in USA 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_subcategory",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "product_dim.product_subcategory='Breakfast Foods'",\n    "customer_dim.country='USA'",\n    "date_dim.the_year=1997"\n  ]\n}	9810	9810	2453	2453	2204	129	2333	11147	1	11146	11.146	4046	7084	544.61	18.21	true			2026-09-23 02:09:47
run_0349	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_02_natural	pair_02	natural	simple	natural_wording	1.00	1.00	1.00	7702	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	How does the average store cost compare across the different store types?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "Average store cost by store type",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": [\n    "store_dim.store_type"\n  ],\n  "sigma": []\n}	9754	9754	2439	2439	2187	69	2256	7693	1	7692	7.692	3946	3730	554.15	18.49	true			2026-09-23 02:09:58
run_0350	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_02_structured	pair_02	structured	simple	structured_wording	1.00	1.00	1.00	7763	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What is the average store cost by store type?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "Average store cost by store type",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": [\n    "store_dim.store_type"\n  ],\n  "sigma": []\n}	9726	9726	2432	2432	2184	69	2253	7752	1	7751	7.751	3951	3786	552.73	18.22	true			2026-09-23 02:10:06
run_0351	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_03_natural	pair_03	natural	simple	natural_wording	1.00	1.00	1.00	6916	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	How much sales revenue was generated overall?	sales_cube	Sum	store_sales	[]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "Total Sales Revenue",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": []\n}	9726	9726	2432	2432	2182	55	2237	6905	1	6904	6.904	3832	3058	569.29	17.99	true			2026-09-23 02:10:13
run_0352	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_03_structured	pair_03	structured	simple	structured_wording	1.00	1.00	1.00	7029	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales overall?	sales_cube	Sum	store_sales	[]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales overall",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": []\n}	9720	9720	2430	2430	2182	56	2238	7020	1	7019	7.019	3937	3067	554.11	18.26	true			2026-09-23 02:10:20
run_0353	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_06_natural	pair_06	natural	medium	natural_wording	0.00	0.70	0.00	10204	true	0.50	0.50	1.00	1.00	1.00	false	false	70.00	70.00	true	true	true	true	false	false	false	0	1	1	1	1	0	For stores in the USA in 1998, how many units were sold in each state during each quarter?	sales_cube	Sum	unit_sales	[store_dim.store_state, date_dim.year_quarter]	[store_dim.store_country='USA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "Units sold per state and quarter for USA stores in 1998",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "customer_dim.state_province",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "customer_dim.country='USA'",\n    "date_dim.the_year=1998"\n  ]\n}	9771	9771	2443	2443	2198	112	2310	10193	1	10192	10.192	4022	6155	546.36	18.20	true			2026-09-23 02:10:27
run_0354	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_06_structured	pair_06	structured	medium	structured_wording	0.00	0.85	0.00	10128	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What are the total unit sales by store state and quarter for stores in the USA during 1998?	sales_cube	Sum	unit_sales	[store_dim.store_state, date_dim.year_quarter]	[store_dim.store_country='USA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total unit sales by store state and quarter for USA in 1998",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "store_dim.store_state",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "customer_dim.country='USA'",\n    "date_dim.the_year=1998"\n  ]\n}	9772	9772	2443	2443	2197	113	2310	10117	1	10116	10.116	3847	6256	571.08	18.06	true			2026-09-23 02:10:38
run_0355	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_10_natural	pair_10	natural	medium	natural_wording	0.00	0.89	0.00	9783	true	0.75	0.88	1.00	1.00	1.00	false	false	55.00	70.00	true	true	true	true	false	false	true	0	1	1	0	0	1	During 1997, how did the sales revenue from low-fat products change from month to month?	sales_cube	Sum	store_sales	[date_dim.year_and_month]	[product_dim.low_fat='1', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Monthly sales revenue for low-fat products in 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.the_month"\n  ],\n  "sigma": [\n    "product_dim.low_fat='Y'",\n    "date_dim.the_year=1997"\n  ]\n}	9769	9769	2443	2443	2196	103	2299	9772	1	9771	9.771	4069	5686	539.63	18.11	true			2026-09-23 02:10:48
run_0356	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_10_structured	pair_10	structured	medium	structured_wording	0.00	0.89	0.00	9857	true	0.75	0.88	1.00	1.00	1.00	false	false	55.00	70.00	true	true	true	true	false	false	true	0	1	1	0	0	1	What are the total store sales by month during 1997 for low-fat products?	sales_cube	Sum	store_sales	[date_dim.year_and_month]	[product_dim.low_fat='1', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales by month for low-fat products in 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.the_month"\n  ],\n  "sigma": [\n    "product_dim.low_fat='Y'",\n    "date_dim.the_year=1997"\n  ]\n}	9754	9754	2439	2439	2193	105	2298	9846	1	9845	9.845	4021	5809	545.36	18.07	true			2026-09-23 02:10:58
run_0357	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_13_structured	pair_13	structured	complex	structured_wording	0.00	0.94	0.00	11518	true	0.88	0.93	1.00	1.00	1.00	false	false	75.00	85.00	true	true	true	true	false	false	true	0	1	1	0	0	1	What are the total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales by month and customer city for Q3 1997 in California with Daily Paper media",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.the_month",\n    "customer_dim.city"\n  ],\n  "sigma": [\n    "date_dim.year_quarter='1997-Q3'",\n    "customer_dim.state_province='California'",\n    "promotion_dim.media_type='Daily Paper'"\n  ]\n}	9828	9828	2457	2457	2206	132	2338	11508	1	11507	11.507	4159	7332	530.34	18.00	true			2026-09-23 02:11:07
run_0358	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_13_natural	pair_13	natural	complex	natural_wording	0.00	0.91	0.00	11283	true	1.00	0.71	1.00	1.00	1.00	false	false	80.00	90.00	true	true	true	true	true	false	false	0	0	0	1	1	1	During Q3 1997, when Daily Paper promotions were used for customers in California, how much sales revenue came from each customer city in each month?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']	{\n  "cubeName": "sales_cube",\n  "queryName": "Sales revenue by customer city and month for Q3 1997 Daily Paper promotions in California",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "customer_dim.city",\n    "date_dim.year_and_month"\n  ],\n  "sigma": [\n    "date_dim.year_quarter='1997-Q3'",\n    "promotion_dim.promotion_name='Daily Paper'",\n    "customer_dim.state_province='California'"\n  ]\n}	9830	9830	2458	2458	2207	132	2339	11272	1	11271	11.271	4103	7153	537.80	18.45	true			2026-09-23 02:11:19
run_0359	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_04_structured	pair_04	structured	simple	structured_wording	1.00	1.00	1.00	7652	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by product family?	sales_cube	Sum	store_sales	[product_dim.product_family]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales by product family",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_family"\n  ],\n  "sigma": []\n}	9730	9730	2433	2433	2184	69	2253	7641	1	7640	7.640	3935	3690	555.02	18.70	true			2026-09-23 02:11:30
run_0360	qwen3.5:35b	instructions_for_query_generation+prescription_of_result	pair_04_natural	pair_04	natural	simple	natural_wording	1.00	1.00	1.00	7595	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	How much sales revenue did each product family generate?	sales_cube	Sum	store_sales	[product_dim.product_family]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "Sales Revenue by Product Family",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_family"\n  ],\n  "sigma": []\n}	9737	9737	2435	2435	2184	68	2252	7584	1	7583	7.583	3933	3636	555.21	18.70	true			2026-09-23 02:11:38
run_0361	qwen3.5:35b	examples	pair_11_structured	pair_11	structured	complex	structured_wording	1.00	1.00	1.00	10098	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by month and customer state during 1997 for customers in the USA who purchased products from the Milk subcategory?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.state_province]	[date_dim.the_year='1997', customer_dim.country='USA', product_dim.product_subcategory='Milk']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByMonthAndCustomerStateForUSAMilkIn1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["date_dim.year_and_month", "customer_dim.state_province"],\n  "sigma": ["customer_dim.country='USA'", "product_dim.product_subcategory='Milk'", "date_dim.the_year='1997'"]\n}	6935	6935	1734	1734	1718	109	1827	10089	1	10088	10.088	4259	5817	403.34	18.74	true			2026-09-23 02:12:01
run_0362	qwen3.5:35b	examples	pair_11_natural	pair_11	natural	complex	natural_wording	0.00	0.95	0.00	9732	true	1.00	0.83	1.00	1.00	1.00	false	false	90.00	90.00	true	true	true	true	true	false	false	0	0	0	1	1	0	For customers in the USA who bought Milk products in 1997, how much sales revenue came from each state in each month?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.state_province]	[date_dim.the_year='1997', customer_dim.country='USA', product_dim.product_subcategory='Milk']	{\n  "cubeName": "sales_cube",\n  "queryName": "SalesRevenueByStateAndMonthForUSAMilkCustomersIn1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["customer_dim.state_province", "date_dim.year_and_month"],\n  "sigma": ["customer_dim.country='USA'", "product_dim.product_category='Milk'", "date_dim.the_year='1997'"]\n}	6907	6907	1727	1727	1715	107	1822	9723	1	9722	9.722	4002	5709	428.47	18.74	true			2026-09-23 02:12:11
run_0363	qwen3.5:35b	examples	pair_14_natural	pair_14	natural	complex	natural_wording	0.00	0.93	0.00	10108	true	1.00	0.76	1.00	1.00	1.00	false	false	85.00	92.50	true	true	true	true	true	false	false	0	0	0	1	1	1	For Food purchases made by customers from Washington in the USA during 1997, how did sales revenue vary across quarters and brands?	sales_cube	Sum	store_sales	[date_dim.year_quarter, product_dim.brand_name]	[product_dim.product_family='Food', customer_dim.state_province='WA', customer_dim.country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "SalesRevenueVariationByQuarterAndBrandForWashingtonUSAIn1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["date_dim.year_quarter", "product_dim.brand_name"],\n  "sigma": ["customer_dim.state_province='Washington'", "customer_dim.country='USA'", "product_dim.product_category='Food'", "date_dim.the_year='1997'"]\n}	6921	6921	1731	1731	1715	114	1829	10098	1	10097	10.097	4000	6086	428.68	18.73	true			2026-09-23 02:12:21
run_0364	qwen3.5:35b	examples	pair_14_structured	pair_14	structured	complex	structured_wording	0.00	0.99	1.00	10073	true	1.00	0.95	1.00	1.00	1.00	false	true	92.50	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	What are the total store sales by quarter and brand during 1997 for products in the Food product family purchased by customers from Washington state in the USA?	sales_cube	Sum	store_sales	[date_dim.year_quarter, product_dim.brand_name]	[product_dim.product_family='Food', customer_dim.state_province='WA', customer_dim.country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByQuarterAndBrandForFoodFamilyInWashingtonUSA1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["date_dim.year_quarter", "product_dim.brand_name"],\n  "sigma": ["date_dim.the_year='1997'", "customer_dim.state_province='Washington'", "customer_dim.country='USA'", "product_dim.product_family='Food'"]\n}	6950	6950	1738	1738	1720	115	1835	10064	1	10063	10.063	3873	6178	444.03	18.61	true			2026-09-23 02:12:31
run_0365	qwen3.5:35b	examples	pair_07_natural	pair_07	natural	medium	natural_wording	0.00	0.85	0.00	8701	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	For stores in the USA in 1997, how did the average store cost compare across product families?	sales_cube	Avg	store_cost	[product_dim.product_family]	[store_dim.store_country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "AverageStoreCostByProductFamilyForUSStoresIn1997",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": ["product_dim.product_family"],\n  "sigma": ["customer_dim.country='USA'", "date_dim.the_year='1997'"]\n}	6884	6884	1721	1721	1710	89	1799	8691	1	8690	8.690	3943	4737	433.66	18.79	true			2026-09-23 02:12:41
run_0366	qwen3.5:35b	examples	pair_07_structured	pair_07	structured	medium	structured_wording	0.00	0.85	0.00	8599	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What is the average store cost by product family for stores in the USA during 1997?	sales_cube	Avg	store_cost	[product_dim.product_family]	[store_dim.store_country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "AverageStoreCostByProductFamilyForUSStoresIn1997",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": ["product_dim.product_family"],\n  "sigma": ["customer_dim.country='USA'", "date_dim.the_year='1997'"]\n}	6873	6873	1719	1719	1708	89	1797	8590	1	8589	8.589	3828	4753	446.16	18.72	true			2026-09-23 02:12:50
