run_id	llm	prompt_combination	test_id	difficulty	category	strict_accuracy	overall_similarity	structural_accuracy	response_time_ms	similarity_available	gamma_similarity	sigma_similarity	measure_similarity	aggregate_similarity	cube_similarity	strict_valid	structural_valid	strict_weighted_score	structural_weighted_score	format_valid	cube_correct	aggregate_correct	measure_correct	gamma_correct	sigma_correct	structural_sigma_correct	unknown_fields_count	missing_gamma_count	extra_gamma_count	missing_sigma_count	extra_sigma_count	wrong_sigma_value_count	question	expected_cube	expected_aggregate	expected_measure	expected_gamma	expected_sigma	actual_answer	prompt_chars	prompt_utf8_bytes	prompt_estimated_tokens_chars	prompt_estimated_tokens_bytes	prompt_eval_count	eval_count	total_tokens	total_duration_ms	load_duration_ms	prompt_eval_duration_ms	eval_duration_ms	prompt_tokens_per_second	output_tokens_per_second	llm_call_success	error_type	error_message	timestamp
run_0035	gemma4_26b_no_thinking	prescription_of_result	simple_05	simple	natural_wording	0.00	0.97	1.00	7443	true	1.00	0.90	1.00	1.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	How much sales revenue came from stores in California during 1998?	sales_cube	Sum	store_sales	[]	[store_dim.store_state='CA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total sales revenue from stores in California during 1998",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": [\n    "store_dim.store_state='California'",\n    "date_dim.the_year='1998'"\n  ]\n}	5727	5727	1432	1432	1615	99	1714	7434	1	2601	4820	620.85	20.54	true			2026-09-19 04:54:52
run_0036	gemma4_26b_no_thinking	prescription_of_result	medium_01	medium	structured_wording	1.00	1.00	1.00	8962	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total unit sales by store state and quarter for stores in the USA during 1998?	sales_cube	Sum	unit_sales	[store_dim.store_state, date_dim.year_quarter]	[store_dim.store_country='USA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total unit sales by store state and quarter for USA in 1998",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "store_dim.store_state",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "store_dim.store_country='USA'",\n    "date_dim.the_year='1998'"\n  ]\n}	5752	5752	1438	1438	1622	127	1749	8953	1	2595	6344	624.86	20.02	true			2026-09-19 04:54:59
run_0037	gemma4_26b_no_thinking	prescription_of_result	medium_02	medium	structured_wording	1.00	1.00	1.00	8231	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What is the average store cost by product family for stores in the USA during 1997?	sales_cube	Avg	store_cost	[product_dim.product_family]	[store_dim.store_country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Average store cost by product family for USA stores in 1997",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": [\n    "product_dim.product_family"\n  ],\n  "sigma": [\n    "store_dim.store_country='USA'",\n    "date_dim.the_year='1997'"\n  ]\n}	5744	5744	1436	1436	1620	115	1735	8222	1	2456	5753	659.51	19.99	true			2026-09-19 04:55:08
run_0038	gemma4_26b_no_thinking	prescription_of_result	medium_03	medium	structured_wording	1.00	1.00	1.00	8193	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by promotion media type and product category during 1997?	sales_cube	Sum	store_sales	[promotion_dim.media_type, product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "total store sales by promotion media type and product category in 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "promotion_dim.media_type",\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'"\n  ]\n}	5749	5749	1438	1438	1619	114	1733	8184	1	2567	5605	630.56	20.34	true			2026-09-19 04:55:16
run_0039	gemma4_26b_no_thinking	prescription_of_result	medium_04	medium	natural_wording	1.00	1.00	1.00	7807	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	Among Golden-card customers in the USA, how many units did men and women buy?	sales_cube	Sum	unit_sales	[customer_dim.gender]	[customer_dim.member_card='Golden', customer_dim.country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "Unit sales by gender for Golden-card customers in the USA",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "customer_dim.gender"\n  ],\n  "sigma": [\n    "customer_dim.member_card='Golden'",\n    "customer_dim.country='USA'"\n  ]\n}	5738	5738	1435	1435	1617	105	1722	7798	1	2425	5360	666.60	19.59	true			2026-09-19 04:55:25
run_0040	gemma4_26b_no_thinking	prescription_of_result	medium_05	medium	natural_wording	0.00	0.96	1.00	8541	true	1.00	0.88	1.00	1.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	During 1997, how did the sales revenue from low-fat products change from month to month?	sales_cube	Sum	store_sales	[date_dim.year_and_month]	[product_dim.low_fat='1', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Monthly sales revenue for low-fat products in 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'",\n    "product_dim.low_fat='Y'"\n  ]\n}	5749	5749	1438	1438	1622	116	1738	8531	1	2791	5727	580.98	20.25	true			2026-09-19 04:55:32
run_0041	gemma4_26b_no_thinking	prescription_of_result	complex_01	complex	structured_wording	0.00		0.00	9235	false						false	false	70.00	70.00	false	true	true	true	true	false	false	0	0	0	3	0	0	What are the total store sales by month and customer state during 1997 for customers in the USA who purchased products from the Milk subcategory?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.state_province]	[date_dim.the_year='1997', customer_dim.country='USA', product_dim.product_subcategory='Milk']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales by month and customer state for USA customers in 1997 purchasing Milk subcategory products",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month",\n    "customer_dim.state_province"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'",\n    "customer_dim.country='USA'",	5806	5806	1452	1452	1630	128	1758	9226	1	2852	6361	571.40	20.12	true			2026-09-19 04:55:41
run_0042	gemma4_26b_no_thinking	prescription_of_result	complex_02	complex	structured_wording	0.00		0.00	8911	false						false	false	70.00	70.00	false	true	true	true	true	false	false	0	0	0	3	0	0	What are the total store sales by product subcategory and quarter during 1997 for Breakfast Foods sold by stores in the USA?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales by product subcategory and quarter in 1997 for Breakfast Foods in USA",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_subcategory",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'",\n    "product_dim.product_category='Breakfast Foods'",	5785	5785	1447	1447	1627	128	1755	8899	1	2771	6114	587.01	20.93	true			2026-09-19 04:55:50
run_0043	gemma4_26b_no_thinking	prescription_of_result	complex_03	complex	structured_wording	0.00		0.00	9312	false						false	false	70.00	70.00	false	true	true	true	true	false	false	0	0	0	3	0	0	What are the total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales by month and customer city for Q3 1997 in California with Daily Paper promotion",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month",\n    "customer_dim.city"\n  ],\n  "sigma": [\n    "date_dim.year_quarter='1997Q3'",\n    "customer_dim.state_province='California	5808	5808	1452	1452	1631	128	1759	9302	1	2799	6491	582.68	19.72	true			2026-09-19 04:55:59
run_0044	gemma4_26b_no_thinking	prescription_of_result	complex_04	complex	natural_wording	0.00		0.00	9472	false						false	false	70.00	70.00	false	true	true	true	true	false	false	0	0	0	4	0	0	For Food purchases made by customers from Washington in the USA during 1997, how did sales revenue vary across quarters and brands?	sales_cube	Sum	store_sales	[date_dim.year_quarter, product_dim.brand_name]	[product_dim.product_family='Food', customer_dim.state_province='WA', customer_dim.country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Sales revenue by quarter and brand for Food in Washington, USA during 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_quarter",\n    "product_dim.brand_name"\n  ],\n  "sigma": [\n    "product_dim.product_category='Food'",\n    "customer_dim.state_province='Washington'",\n    "customer_dim.country	5792	5792	1448	1448	1627	128	1755	9463	1	2729	6721	596.10	19.04	true			2026-09-19 04:56:08
run_0045	gemma4_26b_no_thinking	prescription_of_result	complex_05	complex	natural_wording	0.00		0.00	9336	false						false	false	70.00	70.00	false	true	true	true	true	false	false	0	0	0	3	0	0	When Daily Paper promotions were used in California during Q3 1997, how did the average sales revenue differ across product categories and store types?	sales_cube	Avg	store_sales	[product_dim.product_category, store_dim.store_type]	[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']	{\n  "cubeName": "sales_cube",\n  "queryName": "Average sales revenue by product category and store type for Daily Paper promotions in CA during Q3 1997",\n  "aggregateFunction": "Avg",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category",\n    "store_dim.store_type"\n  ],\n  "sigma": [\n    "promotion_dim.promotion_name='Daily Paper'",\n    "store_dim.store_state='California'",	5812	5812	1453	1453	1630	128	1758	9325	1	2867	6445	568.36	19.86	true			2026-09-19 04:56:18
run_0046	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	simple_01	simple	structured_wording	1.00	1.00	1.00	29257	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by product category for the year 1997?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "total store sales by product category for 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'"\n  ]\n}	9771	9771	2443	2443	2462	99	2561	29243	1	23978	4906	102.68	20.18	true			2026-09-19 04:56:27
run_0047	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	simple_02	simple	structured_wording	1.00	1.00	1.00	6566	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What is the average store cost by store type?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "average store cost by store type",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": [\n    "store_dim.store_type"\n  ],\n  "sigma": []\n}	9747	9747	2437	2437	2454	74	2528	6552	1	2779	3752	882.92	19.72	true			2026-09-19 04:56:56
run_0048	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	simple_03	simple	structured_wording	1.00	1.00	1.00	5463	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales across the entire cube?	sales_cube	Sum	store_sales	[]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "total store sales",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": []\n}	9756	9756	2439	2439	2455	57	2512	5450	1	2443	2987	1004.54	19.08	true			2026-09-19 04:57:03
run_0049	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	simple_04	simple	natural_wording	1.00	1.00	1.00	6265	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	How much sales revenue did each product family generate?	sales_cube	Sum	store_sales	[product_dim.product_family]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "sales revenue by product family",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_family"\n  ],\n  "sigma": []\n}	9758	9758	2440	2440	2454	73	2527	6248	1	2427	3803	1010.76	19.19	true			2026-09-19 04:57:08
run_0050	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	simple_05	simple	natural_wording	0.00	0.97	1.00	7601	true	1.00	0.90	1.00	1.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	How much sales revenue came from stores in California during 1998?	sales_cube	Sum	store_sales	[]	[store_dim.store_state='CA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "sales revenue from stores in California during 1998",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": [\n    "store_dim.store_state='California'",\n    "date_dim.the_year='1998'"\n  ]\n}	9768	9768	2442	2442	2460	98	2558	7589	1	2647	4920	929.09	19.91	true			2026-09-19 04:57:15
run_0051	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	medium_01	medium	structured_wording	1.00	1.00	1.00	8983	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total unit sales by store state and quarter for stores in the USA during 1998?	sales_cube	Sum	unit_sales	[store_dim.store_state, date_dim.year_quarter]	[store_dim.store_country='USA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total unit sales by store state and quarter for USA stores in 1998",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "store_dim.store_state",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "store_dim.store_country='USA'",\n    "date_dim.the_year='1998'"\n  ]\n}	9793	9793	2449	2449	2467	128	2595	8970	1	2691	6259	916.47	20.45	true			2026-09-19 04:57:22
run_0052	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	medium_02	medium	structured_wording	1.00	1.00	1.00	8230	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What is the average store cost by product family for stores in the USA during 1997?	sales_cube	Avg	store_cost	[product_dim.product_family]	[store_dim.store_country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Average store cost by product family in USA for 1997",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": [\n    "product_dim.product_family"\n  ],\n  "sigma": [\n    "store_dim.store_country='USA'",\n    "date_dim.the_year='1997'"\n  ]\n}	9785	9785	2447	2447	2465	114	2579	8217	1	2505	5693	983.85	20.02	true			2026-09-19 04:57:31
run_0053	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	medium_03	medium	structured_wording	1.00	1.00	1.00	8267	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by promotion media type and product category during 1997?	sales_cube	Sum	store_sales	[promotion_dim.media_type, product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "total store sales by promotion media type and product category in 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "promotion_dim.media_type",\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'"\n  ]\n}	9790	9790	2448	2448	2464	114	2578	8254	1	2690	5542	915.88	20.57	true			2026-09-19 04:57:40
run_0054	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	medium_04	medium	natural_wording	0.00	0.97	1.00	7654	true	1.00	0.90	1.00	1.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	Among Golden-card customers in the USA, how many units did men and women buy?	sales_cube	Sum	unit_sales	[customer_dim.gender]	[customer_dim.member_card='Golden', customer_dim.country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "unit sales by gender for Golden-card customers in USA",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "customer_dim.gender"\n  ],\n  "sigma": [\n    "customer_dim.member_card='Golden-card'",\n    "customer_dim.country='USA'"\n  ]\n}	9779	9779	2445	2445	2462	106	2568	7641	1	2492	5129	987.93	20.66	true			2026-09-19 04:57:48
run_0055	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	medium_05	medium	natural_wording	0.00	0.96	1.00	8610	true	1.00	0.88	1.00	1.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	During 1997, how did the sales revenue from low-fat products change from month to month?	sales_cube	Sum	store_sales	[date_dim.year_and_month]	[product_dim.low_fat='1', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Monthly sales revenue for low-fat products in 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'",\n    "product_dim.low_fat='Y'"\n  ]\n}	9790	9790	2448	2448	2467	116	2583	8598	1	2707	5872	911.07	19.75	true			2026-09-19 04:57:55
run_0056	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	complex_01	complex	structured_wording	0.00		0.00	9210	false						false	false	70.00	70.00	false	true	true	true	true	false	false	0	0	0	3	0	0	What are the total store sales by month and customer state during 1997 for customers in the USA who purchased products from the Milk subcategory?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.state_province]	[date_dim.the_year='1997', customer_dim.country='USA', product_dim.product_subcategory='Milk']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales by month and customer state for USA customers in Milk subcategory during 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month",\n    "customer_dim.state_province"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'",\n    "customer_dim.country='USA'",	9847	9847	2462	2462	2475	128	2603	9198	1	2740	6435	903.24	19.89	true			2026-09-19 04:58:04
run_0057	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	complex_02	complex	structured_wording	0.00		0.00	9237	false						false	false	70.00	70.00	false	true	true	true	true	false	false	0	0	0	3	0	0	What are the total store sales by product subcategory and quarter during 1997 for Breakfast Foods sold by stores in the USA?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales by product subcategory and quarter in 1997 for Breakfast Foods in USA",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_subcategory",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'",\n    "product_dim.product_category='Breakfast Foods'",	9826	9826	2457	2457	2472	128	2600	9225	1	2841	6364	869.93	20.11	true			2026-09-19 04:58:13
run_0058	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	complex_03	complex	structured_wording	0.00		0.00	9301	false						false	false	70.00	70.00	false	true	true	true	true	false	false	0	0	0	3	0	0	What are the total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales by month and customer city for Q3 1997 in California with Daily Paper promotion",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month",\n    "customer_dim.city"\n  ],\n  "sigma": [\n    "date_dim.year_quarter='1997-Q3'",\n    "customer_dim.state_province='	9849	9849	2463	2463	2476	128	2604	9288	1	2887	6381	857.35	20.06	true			2026-09-19 04:58:23
run_0059	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	complex_04	complex	natural_wording	0.00		0.00	9421	false						false	false	70.00	70.00	false	true	true	true	true	false	false	0	0	0	4	0	0	For Food purchases made by customers from Washington in the USA during 1997, how did sales revenue vary across quarters and brands?	sales_cube	Sum	store_sales	[date_dim.year_quarter, product_dim.brand_name]	[product_dim.product_family='Food', customer_dim.state_province='WA', customer_dim.country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Sales revenue by quarter and brand for Food in Washington, USA during 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_quarter",\n    "product_dim.brand_name"\n  ],\n  "sigma": [\n    "product_dim.product_category='Food'",\n    "customer_dim.state_province='Washington'",\n    "customer_dim.country	9833	9833	2459	2459	2472	128	2600	9408	1	2786	6604	887.23	19.38	true			2026-09-19 04:58:32
run_0060	gemma4_26b_no_thinking	instructions_for_query_generation+prescription_of_result	complex_05	complex	natural_wording	0.00		0.00	8967	false						false	false	70.00	70.00	false	true	true	true	true	false	false	0	0	0	3	0	0	When Daily Paper promotions were used in California during Q3 1997, how did the average sales revenue differ across product categories and store types?	sales_cube	Avg	store_sales	[product_dim.product_category, store_dim.store_type]	[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']	{\n  "cubeName": "sales_cube",\n  "queryName": "Average sales revenue by product category and store type for Daily Paper promotions in California during Q3 1997",\n  "aggregateFunction": "Avg",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category",\n    "store_dim.store_type"\n  ],\n  "sigma": [\n    "promotion_dim.promotion_name='Daily Paper'",\n    "store_dim.store_state='California'",	9853	9853	2464	2464	2475	128	2603	8954	1	2742	6193	902.38	20.67	true			2026-09-19 04:58:41
run_0061	gemma4_26b_no_thinking	examples	simple_01	simple	structured_wording	1.00	1.00	1.00	24184	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by product category for the year 1997?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesByProductCategoryFor1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["product_dim.product_category"],\n  "sigma": ["date_dim.the_year='1997'"]\n}	6831	6831	1708	1708	2011	87	2098	24173	1	19555	4299	102.84	20.24	true			2026-09-19 04:58:50
run_0062	gemma4_26b_no_thinking	examples	simple_02	simple	structured_wording	1.00	1.00	1.00	6041	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What is the average store cost by store type?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "AverageStoreCostByStoreType",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": ["store_dim.store_type"],\n  "sigma": []\n}	6807	6807	1702	1702	2003	68	2071	6031	1	2515	3503	796.25	19.41	true			2026-09-19 04:59:14
run_0063	gemma4_26b_no_thinking	examples	simple_03	simple	structured_wording	1.00	1.00	1.00	5560	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales across the entire cube?	sales_cube	Sum	store_sales	[]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalStoreSalesAcrossEntireCube",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": []\n}	6816	6816	1704	1704	2004	60	2064	5549	1	2596	2940	771.95	20.41	true			2026-09-19 04:59:20
run_0064	gemma4_26b_no_thinking	examples	simple_04	simple	natural_wording	1.00	1.00	1.00	6302	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	How much sales revenue did each product family generate?	sales_cube	Sum	store_sales	[product_dim.product_family]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalSalesRevenueByProductFamily",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": ["product_dim.product_family"],\n  "sigma": []\n}	6818	6818	1705	1705	2003	68	2071	6292	1	2602	3676	769.76	18.50	true			2026-09-19 04:59:26
run_0065	gemma4_26b_no_thinking	examples	simple_05	simple	natural_wording	0.00	0.97	1.00	7320	true	1.00	0.90	1.00	1.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	How much sales revenue came from stores in California during 1998?	sales_cube	Sum	store_sales	[]	[store_dim.store_state='CA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "StoreSalesInCaliforniaDuring1998",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": [\n    "store_dim.store_state='California'",\n    "date_dim.the_year='1998'"\n  ]\n}	6828	6828	1707	1707	2009	95	2104	7310	1	2411	4884	832.93	19.45	true			2026-09-19 04:59:32
run_0066	gemma4_26b_no_thinking	examples	medium_01	medium	structured_wording	1.00	1.00	1.00	9112	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total unit sales by store state and quarter for stores in the USA during 1998?	sales_cube	Sum	unit_sales	[store_dim.store_state, date_dim.year_quarter]	[store_dim.store_country='USA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "TotalUnitSalesByStoreStateAndQuarterForUSAIn1998",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "store_dim.store_state",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "store_dim.store_country='USA'",\n    "date_dim.the_year='1998'"\n  ]\n}	6853	6853	1714	1714	2016	126	2142	9102	1	2842	6245	709.20	20.17	true			2026-09-19 04:59:40
run_0067	gemma4_26b_no_thinking	examples	medium_02	medium	structured_wording	1.00	1.00	1.00	8168	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What is the average store cost by product family for stores in the USA during 1997?	sales_cube	Avg	store_cost	[product_dim.product_family]	[store_dim.store_country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "AverageStoreCostByProductFamilyForUSASalesIn1997",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": ["product_dim.product_family"],\n  "sigma": ["store_dim.store_country='USA'", "date_dim.the_year='1997'"]\n}	6845	6845	1712	1712	2014	102	2116	8153	1	2688	5452	749.08	18.71	true			2026-09-19 04:59:49
